City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,Pine Bluff,34.23,-92.0,54.0,43,1,11.41,US,2020-12-02 20:11:52
280,Toora-Khem,52.47,96.11,-1.75,90,88,1.34,RU,2020-12-02 20:11:52
281,Whitehorse,60.72,-135.05,37.99,86,75,24.16,CA,2020-12-02 20:11:52
282,Guane,22.2,-84.09,77.47,59,9,12.91,CU,2020-12-02 20:11:52
283,Jurmala,56.97,23.77,28.4,86,90,3.36,LV,2020-12-02 20:11:52
284,Asau,46.43,26.4,33.8,86,75,5.82,RO,2020-12-02 20:11:53
285,Male,4.17,73.51,82.4,88,75,13.87,MV,2020-12-02 20:11:53
286,Manama,26.22,50.58,75.2,78,0,2.24,BH,2020-12-02 20:11:53
287,Port-Gentil,-0.72,8.78,78.8,94,75,6.93,GA,2020-12-02 20:11:53
288,La Macarena,2.18,-73.78,87.46,55,16,6.44,CO,2020-12-02 20:11:54
289,Klamath Falls,42.22,-121.78,42.01,59,1,11.41,US,2020-12-02 20:07:54
290,Shenjiamen,29.96,122.3,54.41,78,93,21.56,CN,2020-12-02 20:11:54
291,Salekhard,66.53,66.6,15.24,94,100,12.37,RU,2020-12-02 20:11:54
292,Matay,28.42,30.78,59.16,60,57,0.56,EG,2020-12-02 20:11:54
293,Asfi,32.3,-9.24,65.5,72,100,3.58,MA,2020-12-02 20:11:54
294,Lazaro Cardenas,17.96,-102.2,84.09,63,0,8.39,MX,2020-12-02 20:09:19
295,Saldanha,-33.01,17.94,62.6,59,0,12.75,ZA,2020-12-02 20:11:55
296,Port Hardy,50.7,-127.42,46.4,75,5,8.05,CA,2020-12-02 20:10:38
297,Valdivia,-39.81,-73.25,64.4,48,0,10.29,CL,2020-12-02 20:11:55
298,Taltal,-25.4,-70.48,68.79,55,22,9.6,CL,2020-12-02 20:11:55
299,Richards Bay,-28.78,32.04,65.91,76,100,4.09,ZA,2020-12-02 20:11:56
300,Airai,-8.93,125.41,61.9,100,70,1.39,TL,2020-12-02 20:11:56
301,Pampa,35.54,-100.96,32.0,86,90,29.97,US,2020-12-02 20:11:56
302,Baherden,38.44,57.43,41.47,67,5,4.47,TM,2020-12-02 20:11:56
303,Shingu,33.73,135.98,47.07,79,0,7.02,JP,2020-12-02 20:11:56
304,Springfield,37.22,-93.3,50.0,45,77,5.01,US,2020-12-02 20:11:57
305,Olafsvik,64.89,-23.71,22.01,91,84,32.73,IS,2020-12-02 20:11:57
306,Bud,39.45,-86.18,44.01,41,1,3.36,US,2020-12-02 20:11:57
307,Arteaga,18.47,-102.42,78.53,50,18,3.36,MX,2020-12-02 20:11:58
308,Katsuura,35.13,140.3,46.4,93,75,13.87,JP,2020-12-02 20:11:58
309,Mayumba,-3.43,10.66,76.93,86,67,2.98,GA,2020-12-02 20:11:58
310,Douglas,41.3,-96.17,44.01,38,1,4.7,US,2020-12-02 20:09:49
311,Port Elizabeth,-33.92,25.57,57.2,87,5,4.7,ZA,2020-12-02 20:11:59
312,Kichmengskiy Gorodok,59.98,45.79,20.64,97,90,5.84,RU,2020-12-02 20:11:59
313,Kirksville,40.19,-92.58,48.0,33,1,4.7,US,2020-12-02 20:11:59
314,Winnemucca,40.97,-117.74,37.4,51,1,6.93,US,2020-12-02 20:11:59
315,Adre,13.47,22.2,68.72,23,0,4.63,TD,2020-12-02 20:12:00
316,Namibe,-15.2,12.15,69.64,75,5,3.8,AO,2020-12-02 20:12:00
317,Los Llanos De Aridane,28.66,-17.92,68.0,60,20,4.7,ES,2020-12-02 20:12:00
318,Jacareacanga,-6.22,-57.75,87.8,62,40,3.36,BR,2020-12-02 20:12:00
319,Sulangan,11.14,123.72,82.72,76,100,4.5,PH,2020-12-02 20:12:00
320,Mino,34.83,135.47,41.0,87,40,1.01,JP,2020-12-02 20:12:01
321,Deputatskiy,69.3,139.9,-8.54,90,100,4.14,RU,2020-12-02 20:12:01
322,Hualmay,-11.1,-77.61,71.4,67,56,9.82,PE,2020-12-02 20:12:02
323,Kishapu,-3.62,33.87,70.29,77,80,4.38,TZ,2020-12-02 20:12:02
324,Kikwit,-5.04,18.82,71.91,94,100,1.95,CD,2020-12-02 20:12:02
325,Port-Cartier,50.03,-66.87,37.99,100,100,4.7,CA,2020-12-02 20:12:02
326,Berlevag,70.86,29.09,28.4,79,20,24.16,NO,2020-12-02 20:09:41
327,La Union,-5.4,-80.75,82.17,45,36,15.95,PE,2020-12-02 20:12:03
328,Chicama,-7.84,-79.15,68.0,77,3,16.11,PE,2020-12-02 20:12:03
329,Sainte-Anne-Des-Monts,49.12,-66.49,48.2,61,90,4.7,CA,2020-12-02 20:12:03
330,Guangyuan,32.44,105.82,45.0,99,100,7.0,CN,2020-12-02 20:12:03
331,Vagur,61.47,-6.81,41.74,66,39,20.13,FO,2020-12-02 20:12:03
332,Inirida,3.87,-67.92,85.26,78,91,3.29,CO,2020-12-02 20:12:04
333,Cockburn Town,21.46,-71.14,78.91,71,5,10.4,TC,2020-12-02 20:12:04
334,Lucea,18.45,-78.17,84.0,69,75,21.92,JM,2020-12-02 20:12:04
335,Tanete,-3.94,119.78,76.44,89,99,3.44,ID,2020-12-02 20:12:04
336,Cravo Norte,6.3,-70.2,82.92,78,86,8.72,CO,2020-12-02 20:12:04
337,Zarinsk,53.71,84.95,1.78,93,8,2.64,RU,2020-12-02 20:12:05
338,Cadillac,44.25,-85.4,42.8,35,1,11.41,US,2020-12-02 20:12:05
339,High Level,58.52,-117.14,28.4,92,75,5.82,CA,2020-12-02 20:08:03
340,Cloquet,46.72,-92.46,30.99,74,90,10.29,US,2020-12-02 20:09:01
341,Port Lincoln,-34.73,135.87,57.94,74,29,10.07,AU,2020-12-02 20:12:05
342,Auki,-8.77,160.7,80.13,76,99,4.09,SB,2020-12-02 20:12:06
343,Kulhudhuffushi,6.62,73.07,82.42,77,100,10.94,MV,2020-12-02 20:12:06
344,Faanui,-16.48,-151.75,80.19,79,53,16.2,PF,2020-12-02 20:12:06
345,Andenes,69.31,16.12,43.0,81,0,13.87,NO,2020-12-02 20:12:06
346,Pedernales,18.04,-71.74,82.4,78,75,16.11,DO,2020-12-02 20:12:06
347,Kushima,31.46,131.23,52.21,82,1,5.35,JP,2020-12-02 20:12:07
348,Saint-Louis,16.33,-15.0,87.8,33,0,2.24,SN,2020-12-02 20:12:07
349,Ust-Kuyga,70.02,135.6,-7.6,89,100,7.63,RU,2020-12-02 20:12:07
350,Jacksonville Beach,30.29,-81.39,54.0,40,75,5.82,US,2020-12-02 20:09:16
351,Tarakan,3.3,117.63,78.8,87,87,7.34,ID,2020-12-02 20:12:07
352,Sandnessjoen,66.02,12.63,42.8,66,75,19.46,NO,2020-12-02 20:12:08
353,Bereznehuvate,47.31,32.85,37.38,87,100,8.23,UA,2020-12-02 20:12:08
354,Bani,18.28,-70.33,84.0,78,75,5.82,DO,2020-12-02 20:10:53
355,Vestmannaeyjar,63.44,-20.27,28.36,87,71,34.14,IS,2020-12-02 20:12:08
356,Yulara,-25.24,130.99,69.8,37,97,8.05,AU,2020-12-02 20:08:31
357,Awjilah,29.11,21.29,59.58,58,9,6.31,LY,2020-12-02 20:12:09
358,Rio Grande,-32.03,-52.1,78.8,74,75,18.34,BR,2020-12-02 20:09:34
359,Winslow,35.02,-110.7,42.8,24,1,9.17,US,2020-12-02 20:12:09
360,Jaisalmer,26.91,70.92,63.28,27,87,0.6,IN,2020-12-02 20:12:09
361,Promyshlennaya,54.92,85.64,3.2,84,25,2.01,RU,2020-12-02 20:12:10
362,Ipatovo,45.72,42.9,34.03,90,100,16.73,RU,2020-12-02 20:12:10
363,Chokurdakh,70.63,147.92,-2.54,93,98,4.68,RU,2020-12-02 20:12:10
364,Batagay,67.63,134.63,-16.65,86,99,4.05,RU,2020-12-02 20:12:10
365,Rudbar,30.15,62.6,59.97,32,0,3.06,AF,2020-12-02 20:12:11
366,Provost,52.35,-110.27,26.6,73,0,2.24,CA,2020-12-02 20:12:11
367,Macenta,8.54,-9.47,72.73,75,11,0.96,GN,2020-12-02 20:12:11
368,Torbat-E Jam,35.24,60.62,44.73,60,86,0.96,IR,2020-12-02 20:11:01
369,Hambantota,6.12,81.12,78.57,77,100,22.3,LK,2020-12-02 20:12:11
370,Sedan,49.67,5.0,39.0,92,100,5.99,FR,2020-12-02 20:12:12
371,San Ignacio,17.16,-89.07,80.6,65,75,6.93,BZ,2020-12-02 20:11:53
372,Thurso,58.59,-3.53,37.4,86,20,9.17,GB,2020-12-02 20:12:12
373,Marystown,47.17,-55.15,51.49,97,100,20.15,CA,2020-12-02 20:12:12
374,Sao Jose Da Coroa Grande,-8.9,-35.15,80.08,77,53,10.69,BR,2020-12-02 20:12:12
375,Sovetskiy,61.36,63.58,14.22,95,0,4.38,RU,2020-12-02 20:12:13
376,Diego De Almagro,-26.37,-70.05,82.17,16,0,13.35,CL,2020-12-02 20:12:13
377,Samoded,63.61,40.51,28.49,98,17,6.71,RU,2020-12-02 20:12:13
378,Khuzhir,53.19,107.34,16.14,88,88,12.08,RU,2020-12-02 20:12:13
379,Turukhansk,65.82,87.98,15.12,96,100,17.4,RU,2020-12-02 20:12:14
380,Te Anau,-45.42,167.72,44.82,84,90,8.19,NZ,2020-12-02 20:12:14
381,Lodwar,3.12,35.6,85.91,42,21,16.89,KE,2020-12-02 20:12:14
382,Aron,24.38,77.42,60.22,34,98,3.11,IN,2020-12-02 20:12:14
383,Houma,29.6,-90.72,62.6,51,1,18.34,US,2020-12-02 20:09:16
384,Dicabisagan,17.08,122.42,77.4,90,100,7.96,PH,2020-12-02 20:12:15
385,Perry,37.25,-83.2,41.0,64,1,4.65,US,2020-12-02 20:12:15
386,Varberg,57.11,12.25,37.99,90,100,13.0,SE,2020-12-02 20:12:16
387,Tacuarembo,-31.73,-55.98,75.92,84,100,9.62,UY,2020-12-02 20:12:16
388,Can Tho,10.03,105.78,77.0,83,75,5.82,VN,2020-12-02 20:12:16
389,Caborca,30.58,-111.1,68.0,24,0,7.0,MX,2020-12-02 20:12:16
390,Rognan,67.1,15.39,44.6,52,75,10.29,NO,2020-12-02 20:12:16
391,Nouadhibou,20.93,-17.03,71.6,73,12,10.29,MR,2020-12-02 20:12:16
392,San Vicente,-26.62,-54.13,86.32,48,100,6.85,AR,2020-12-02 20:12:17
393,Burgthann,49.35,11.31,28.4,79,90,2.24,DE,2020-12-02 20:10:23
394,Sampang,-7.19,113.24,80.78,76,86,4.29,ID,2020-12-02 20:12:17
395,Gigmoto,13.78,124.39,79.45,86,100,2.44,PH,2020-12-02 20:12:17
396,Dothan,31.22,-85.39,57.2,26,1,8.05,US,2020-12-02 20:07:40
397,Puerto Del Rosario,28.5,-13.86,68.0,72,20,2.24,ES,2020-12-02 20:12:18
398,Fossombrone,43.69,12.81,41.0,93,75,2.24,IT,2020-12-02 20:12:18
399,Westport,41.14,-73.36,41.0,66,99,1.01,US,2020-12-02 20:12:18
400,State College,40.79,-77.86,36.0,69,75,19.46,US,2020-12-02 20:10:39
401,Vicente Guerrero,19.12,-98.17,66.2,45,40,6.93,MX,2020-12-02 20:12:18
402,Yaring,6.87,101.37,77.95,88,100,14.23,TH,2020-12-02 20:12:19
403,Husavik,66.04,-17.34,26.6,86,90,31.09,IS,2020-12-02 20:12:19
404,Emerald,-23.53,148.17,78.8,74,75,12.75,AU,2020-12-02 20:12:19
405,Vredendal,-31.67,18.5,66.49,48,0,11.83,ZA,2020-12-02 20:12:19
406,Parabel,58.7,81.48,5.56,92,66,7.52,RU,2020-12-02 20:12:19
407,Plainview,40.78,-73.47,43.0,56,90,12.75,US,2020-12-02 20:12:22
408,Boueni,-12.9,45.08,80.6,74,0,5.82,YT,2020-12-02 20:12:22
409,Itarema,-2.92,-39.92,82.58,68,86,15.97,BR,2020-12-02 20:12:22
410,Cherskiy,68.75,161.3,-18.02,86,49,4.25,RU,2020-12-02 20:12:22
411,Ambanja,-13.68,48.45,76.05,86,13,1.88,MG,2020-12-02 20:12:22
412,Lipin Bor,60.26,37.98,28.15,98,100,7.99,RU,2020-12-02 20:12:23
413,Tura,25.52,90.22,61.77,86,0,3.09,IN,2020-12-02 20:11:18
414,Maumere,-8.62,122.21,81.27,73,100,3.38,ID,2020-12-02 20:12:23
415,Port Arthur,38.8,121.27,26.6,63,0,16.26,CN,2020-12-02 20:12:23
416,Upata,8.01,-62.4,88.0,62,100,1.99,VE,2020-12-02 20:12:24
417,Rawson,-43.3,-65.1,61.36,42,0,16.8,AR,2020-12-02 20:12:24
418,Gazalkent,41.56,69.77,39.2,93,40,6.93,UZ,2020-12-02 20:12:24
419,Moose Factory,51.26,-80.61,24.8,68,1,16.11,CA,2020-12-02 20:12:24
420,Labuhan,-6.88,112.21,79.3,84,100,4.81,ID,2020-12-02 20:12:25
421,Guarulhos,-23.46,-46.53,80.6,69,75,9.17,BR,2020-12-02 20:12:25
422,Palestine,31.92,35.2,60.8,77,0,1.12,PS,2020-12-02 20:08:20
423,Grindavik,63.84,-22.43,26.6,86,75,29.97,IS,2020-12-02 20:11:22
424,Humaita,-7.51,-63.02,89.35,57,100,4.09,BR,2020-12-02 20:12:26
425,Ruidoso,33.33,-105.67,26.01,79,75,3.36,US,2020-12-02 20:12:26
426,Betioky,-23.72,44.38,72.52,85,88,3.09,MG,2020-12-02 20:12:26
427,Chimbote,-9.09,-78.58,70.81,68,35,9.71,PE,2020-12-02 20:12:26
428,Grandola,38.18,-8.57,57.0,77,100,4.0,PT,2020-12-02 20:12:26
429,Trindade,-16.65,-49.49,91.4,38,20,5.82,BR,2020-12-02 20:12:26
430,Hobyo,5.35,48.53,78.44,74,80,11.45,SO,2020-12-02 20:12:27
431,Gizo,-8.1,156.84,83.12,72,100,6.11,SB,2020-12-02 20:12:27
432,Tlmace,48.29,18.53,33.01,88,98,5.01,SK,2020-12-02 20:12:27
433,Santander Jimenez,24.22,-98.47,78.66,46,0,2.84,MX,2020-12-02 20:12:27
434,Takoradi,4.88,-1.76,80.02,82,9,8.93,GH,2020-12-02 20:12:28
435,Pangnirtung,66.15,-65.71,14.0,72,90,3.36,CA,2020-12-02 20:12:28
436,Viseu,40.66,-7.91,48.99,64,65,7.0,PT,2020-12-02 20:12:28
437,Rabo De Peixe,37.8,-25.58,60.8,77,75,23.04,PT,2020-12-02 20:10:32
438,Fairhope,30.52,-87.9,59.0,24,1,3.36,US,2020-12-02 20:12:29
439,Vila Franca Do Campo,37.72,-25.43,60.8,77,75,23.04,PT,2020-12-02 20:12:29
440,Pacific Grove,36.62,-121.92,61.0,44,1,4.7,US,2020-12-02 20:12:29
441,Tabas,33.6,56.92,57.2,47,45,2.24,IR,2020-12-02 20:12:29
442,Sheridan,44.83,-106.92,37.4,34,1,5.82,US,2020-12-02 20:12:29
443,Quelimane,-17.88,36.89,77.0,94,75,10.29,MZ,2020-12-02 20:12:30
444,Erenhot,43.65,111.98,3.6,91,0,8.01,CN,2020-12-02 20:12:30
445,Brae,60.4,-1.35,42.8,70,100,21.92,GB,2020-12-02 20:12:30
446,Corvallis,44.56,-123.26,46.0,86,1,4.7,US,2020-12-02 20:11:17
447,Biltine,14.53,20.92,71.67,21,0,5.21,TD,2020-12-02 20:12:31
448,Bolivar,37.61,-93.41,53.01,35,51,11.52,US,2020-12-02 20:12:31
449,Gazli,40.13,63.45,28.67,84,0,7.81,UZ,2020-12-02 20:12:31
450,Noumea,-22.28,166.46,77.0,64,0,3.36,NC,2020-12-02 20:12:31
451,Launceston,-41.45,147.17,46.0,87,100,5.82,AU,2020-12-02 20:12:31
452,Banyo,6.75,11.82,71.1,28,0,4.72,CM,2020-12-02 20:12:32
453,Cabinda,-5.55,12.2,77.36,90,83,6.4,AO,2020-12-02 20:12:32
454,El Asintal,14.6,-91.73,89.6,55,20,9.17,GT,2020-12-02 20:12:32
455,Hornepayne,49.21,-84.77,28.18,92,0,7.76,CA,2020-12-02 20:12:32
456,Autun,46.95,4.3,41.0,86,90,5.82,FR,2020-12-02 20:12:32
457,Saint-Augustin,51.23,-58.65,39.58,94,100,14.61,CA,2020-12-02 20:12:33
458,Bilibino,68.05,166.44,-16.2,85,29,1.9,RU,2020-12-02 20:12:33
459,Sakaiminato,35.55,133.23,44.6,93,75,2.24,JP,2020-12-02 20:12:33
460,Vostok,46.49,135.88,1.6,96,100,4.27,RU,2020-12-02 20:12:33
461,Pevek,69.7,170.31,-11.96,86,0,6.06,RU,2020-12-02 20:12:33
462,Usinsk,65.99,57.53,20.79,97,100,17.85,RU,2020-12-02 20:12:34
463,Trat,12.5,102.5,73.99,83,3,7.16,TH,2020-12-02 20:12:34
464,Hami,42.8,93.45,17.44,83,0,2.48,CN,2020-12-02 20:12:34
465,Tanah Merah,5.8,102.15,75.2,94,40,1.54,MY,2020-12-02 20:12:34
466,Sterling,39.01,-77.43,48.2,36,1,17.22,US,2020-12-02 20:12:28
467,San Quintin,30.48,-115.95,70.47,33,0,6.82,MX,2020-12-02 20:12:35
468,Koslan,63.46,48.9,24.55,98,88,7.54,RU,2020-12-02 20:12:35
469,Kushmurun,52.45,64.63,4.64,93,0,8.95,KZ,2020-12-02 20:12:35
470,College,64.86,-147.8,15.01,85,20,2.24,US,2020-12-02 20:12:36
471,Trairi,-3.28,-39.27,82.42,69,83,13.44,BR,2020-12-02 20:12:36
472,San Carlos,9.66,-68.58,83.91,70,100,1.05,VE,2020-12-02 20:12:36
473,Melekhovo,56.28,41.29,21.83,91,98,4.92,RU,2020-12-02 20:12:36
474,Fershampenuaz,53.52,59.81,5.88,90,4,4.85,RU,2020-12-02 20:12:36
475,Shahrud,36.42,54.98,44.19,68,99,3.02,IR,2020-12-02 20:12:37
476,Dolores,-36.31,-57.68,72.14,78,100,8.32,AR,2020-12-02 20:12:37
477,Mahon,39.89,4.27,48.2,70,20,11.41,ES,2020-12-02 20:12:37
478,Bayan,46.08,127.4,3.06,92,63,8.32,CN,2020-12-02 20:12:37
479,Miquelon,47.1,-56.38,50.0,100,90,20.8,PM,2020-12-02 20:12:38
480,Bayangol,50.7,103.47,-7.4,86,0,2.53,RU,2020-12-02 20:12:38
481,Sinjar,36.32,41.88,51.4,56,0,2.75,IQ,2020-12-02 20:12:38
482,Karratha,-20.74,116.85,82.72,56,1,5.7,AU,2020-12-02 20:12:38
483,Ahipara,-35.17,173.17,64.67,76,32,9.48,NZ,2020-12-02 20:12:38
484,Dullewala,31.84,71.44,62.85,29,0,2.44,PK,2020-12-02 20:12:39
485,Kuybyshevo,47.81,38.91,32.05,94,99,14.74,RU,2020-12-02 20:12:39
486,Fare,-16.7,-151.02,81.0,78,34,16.87,PF,2020-12-02 20:12:39
487,Amarante Do Maranhao,-5.57,-46.74,84.74,62,98,2.55,BR,2020-12-02 20:12:39
488,Vanavara,60.34,102.28,6.12,94,100,11.54,RU,2020-12-02 20:12:39
489,Road Town,18.42,-64.62,82.4,65,20,8.05,VG,2020-12-02 20:09:38
490,Alice Springs,-23.7,133.88,68.0,36,0,5.82,AU,2020-12-02 20:11:34
491,Antonovo,43.15,26.17,30.2,100,90,2.24,BG,2020-12-02 20:12:40
492,Jiuquan,39.74,98.52,18.39,89,100,4.54,CN,2020-12-02 20:12:41
493,Tambo,-14.8,-73.92,49.51,65,69,15.19,PE,2020-12-02 20:12:41
494,Eureka,40.8,-124.16,52.0,100,90,4.03,US,2020-12-02 20:07:49
495,Puerto Escondido,15.85,-97.07,84.2,74,40,5.82,MX,2020-12-02 20:12:42
496,Acarau,-2.89,-40.12,83.1,66,93,17.9,BR,2020-12-02 20:09:02
497,Dalvik,65.97,-18.53,26.6,86,90,31.09,IS,2020-12-02 20:12:42
498,Kuvshinovo,57.03,34.17,22.15,97,59,5.86,RU,2020-12-02 20:12:42
499,Vanimo,-2.67,141.3,76.24,83,96,3.65,PG,2020-12-02 20:12:43
500,Christchurch,-43.53,172.63,64.4,34,0,8.05,NZ,2020-12-02 20:09:20
501,Harbour Breton,47.48,-55.8,50.52,99,100,18.81,CA,2020-12-02 20:12:43
502,Tuatapere,-46.13,167.68,48.0,82,95,21.99,NZ,2020-12-02 20:12:43
503,Byron Bay,-28.65,153.62,69.8,94,90,8.05,AU,2020-12-02 20:12:44
504,Urengoy,65.97,78.37,15.78,95,100,16.58,RU,2020-12-02 20:12:44
505,Parrsboro,45.4,-64.33,48.99,93,100,1.12,CA,2020-12-02 20:12:44
506,Trapani,37.83,12.67,64.0,93,40,8.05,IT,2020-12-02 20:12:32
507,Japura,-0.32,102.35,73.85,92,1,2.3,ID,2020-12-02 20:12:45
508,Nehe,48.48,124.83,7.72,86,13,4.81,CN,2020-12-02 20:12:45
509,Atbasar,51.8,68.33,2.89,92,100,12.48,KZ,2020-12-02 20:12:46
510,Churapcha,62.0,132.43,-1.08,93,100,1.34,RU,2020-12-02 20:12:46
511,La Ferte-Bernard,48.19,0.65,42.8,81,90,5.82,FR,2020-12-02 20:11:26
512,Joplin,37.08,-94.51,48.99,49,90,6.93,US,2020-12-02 20:08:02
513,Maragogi,-9.01,-35.22,79.77,78,40,10.87,BR,2020-12-02 20:12:21
514,Pingliang,35.54,106.69,19.09,91,100,2.24,CN,2020-12-02 20:12:47
515,Cumana,10.46,-64.18,81.21,76,67,15.79,VE,2020-12-02 20:12:47
516,Fort-Shevchenko,44.51,50.26,33.33,91,66,16.2,KZ,2020-12-02 20:12:47
517,Eydhafushi,5.1,73.07,82.72,75,87,13.06,MV,2020-12-02 20:12:47
518,Meulaboh,4.14,96.13,76.46,88,86,5.21,ID,2020-12-02 20:12:48
519,Calama,-22.47,-68.93,77.0,15,0,23.04,CL,2020-12-02 20:12:48
520,Qaqortoq,60.72,-46.03,12.2,47,20,4.7,GL,2020-12-02 20:09:20
521,Belaya Gora,68.53,146.42,-0.67,93,100,3.56,RU,2020-12-02 20:12:48
522,Borazjan,29.27,51.22,71.6,83,75,6.93,IR,2020-12-02 20:12:48
523,Jumla,29.27,82.18,38.64,67,0,2.75,NP,2020-12-02 20:12:49
524,Bandar-E Lengeh,26.56,54.88,71.58,66,0,5.93,IR,2020-12-02 20:12:49
525,Ochakiv,46.61,31.55,37.4,100,90,8.95,UA,2020-12-02 20:12:50
526,Port Moresby,-9.44,147.18,77.0,100,40,5.82,PG,2020-12-02 20:12:50
527,Samarai,-10.62,150.67,81.3,80,100,12.15,PG,2020-12-02 20:12:51
528,Ouesso,1.61,16.05,76.41,51,96,2.21,CG,2020-12-02 20:09:47
529,Bandarbeyla,9.49,50.81,75.88,75,0,8.48,SO,2020-12-02 20:12:51
530,Pimentel,-6.84,-79.93,75.2,60,0,18.34,PE,2020-12-02 20:09:15
531,Saint Anthony,45.02,-93.22,42.8,48,1,10.29,US,2020-12-02 20:12:52
532,Kronach,50.24,11.33,28.99,80,41,0.81,DE,2020-12-02 20:12:52
533,Adrar,20.5,-10.07,82.45,18,76,5.32,MR,2020-12-02 20:12:52
534,Tautira,-17.73,-149.15,84.2,70,40,6.93,PF,2020-12-02 20:12:52
535,Oranjestad,12.52,-70.03,86.0,74,40,23.04,AW,2020-12-02 20:12:53
536,Fukue,32.69,128.84,57.24,54,1,18.48,JP,2020-12-02 20:12:53
537,Tezu,27.92,96.17,62.37,46,5,3.53,IN,2020-12-02 20:12:53
538,Rancho Palos Verdes,33.74,-118.39,73.0,35,40,3.36,US,2020-12-02 20:08:06
539,Mehamn,71.04,27.85,35.6,74,0,24.16,NO,2020-12-02 20:12:53
540,Taoudenni,22.68,-3.98,81.3,20,96,12.17,ML,2020-12-02 20:12:54
541,Galle,6.04,80.22,78.4,83,100,13.15,LK,2020-12-02 20:12:54
542,Newport,51.59,-3.0,45.0,88,46,12.68,GB,2020-12-02 20:12:55
543,Saskatoon,52.12,-106.63,21.2,73,75,12.75,CA,2020-12-02 20:12:56
544,Aklavik,68.22,-135.01,5.0,84,40,10.29,CA,2020-12-02 20:12:56
545,Magway,20.15,94.92,70.36,76,3,2.71,MM,2020-12-02 20:12:56
546,Fria,10.42,-13.58,74.64,72,80,3.13,GN,2020-12-02 20:12:56
547,Batemans Bay,-35.72,150.18,62.01,95,100,2.82,AU,2020-12-02 20:12:56
548,Ambilobe,-13.2,49.05,76.95,80,52,3.96,MG,2020-12-02 20:12:57
549,Muros,42.78,-9.06,52.0,74,2,1.99,ES,2020-12-02 20:12:57
550,Concordia,-31.39,-58.02,70.0,94,90,13.87,AR,2020-12-02 20:12:57
551,Methoni,36.82,21.7,57.99,93,100,3.36,GR,2020-12-02 20:12:58
552,Canon City,38.44,-105.24,35.6,47,1,6.93,US,2020-12-02 20:12:58
553,Havoysund,71.0,24.66,41.0,74,0,24.16,NO,2020-12-02 20:09:09
554,Flinders,-34.58,150.86,62.01,92,100,1.01,AU,2020-12-02 20:12:58
555,Kingsville,27.52,-97.86,78.8,57,90,9.17,US,2020-12-02 20:08:11
556,Tomatlan,19.93,-105.25,88.93,39,0,5.88,MX,2020-12-02 20:12:59
557,Jiaohe,43.73,127.34,6.69,93,9,3.87,CN,2020-12-02 20:12:59
